Name,Identifier,E.C.,GPR,Reversible,Flux Lower Bound,Flux Upper Bound,bigg.reaction,kegg.reaction,metanetx.reaction,reactome
R_HMR_8866,R_HMR_8866,,,TRUE,-1000,1000,WHTSTSTERONEte,,MNXR105221,
R_HMR_8865,R_HMR_8865,,,TRUE,-1000,1000,WHHDCAte,,MNXR105220,
R_HMR_8863,R_HMR_8863,,,TRUE,-1000,1000,WHDDCAte,,MNXR105219,
"Transport of W-Hydroxyl Arachidonic Acid, Intracellular",R_WHARACHDtr,,,FALSE,0,1000,WHARACHDtr,,,
"Transport of W-Hydroxyl Arachidonic Acid, Active Transport",R_WHARACHDt,,,FALSE,0,1000,WHARACHDt,,,
R_HMR_1624,R_HMR_1624,6.2.1.7,(ENSG00000083807) or (ENSG00000140284),FALSE,0,1000,VLCSr,R08733,MNXR105207 || MNXR108978,
R_HMR_1625,R_HMR_1625,6.2.1.7,(ENSG00000083807) or (ENSG00000140284),FALSE,0,1000,VLCSp,R08733,MNXR105207,
R_HMR_1699,R_HMR_1699,6.2.1.28;6.2.1.7,(ENSG00000083807) or (ENSG00000140284),FALSE,0,1000,VLCS2r,R08738,MNXR105206 || MNXR108935,
R_HMR_1620,R_HMR_1620,6.2.1.7,(ENSG00000083807) or (ENSG00000140284),TRUE,-1000,1000,VLCS2p,R04507,MNXR105206 || MNXR108935 || MNXR125292,R-HSA-191971
R_HMR_1700,R_HMR_1700,6.2.1.28;6.2.1.7,(ENSG00000083807) or (ENSG00000140284),FALSE,0,1000,VLCS2p,R08738,MNXR105206 || MNXR108935,
Transport of Vitamin K into Lymph,R_VITKtl,,,FALSE,0,1000,VITKtl,,MNXR105205,
Efflux of Alpha-Tocopherol into the Lyphatics in Chylomicrons,R_VITEtl,,(ENSG00000165029),FALSE,0,1000,VITEtl,,MNXR105204,
Vitamin D3 Transport in Mitochondria,R_VITD3tm3,,,FALSE,0,1000,VITD3tm3,,MNXR105203,
Vitamin D3 Transport from Mitochondria,R_VITD3tm,,,FALSE,0,1000,VITD3tm,,MNXR105203,
R_HMR_8015,R_HMR_8015,,,FALSE,0,1000,VITD3t,,MNXR105203,
R_HMR_7995,R_HMR_7995,,,TRUE,-1000,1000,VITD2tm,,MNXR105201,
R_HMR_7994,R_HMR_7994,,,TRUE,-1000,1000,VITD2t,,MNXR105201,
R_HMR_7996,R_HMR_7996,1.14.13.15,(ENSG00000135929),FALSE,0,1000,VITD2Hm,,MNXR105200,
R_HMR_8014,R_HMR_8014,,,TRUE,-1000,1000,VD3,,MNXR105197,
Formation of Vanilpyruvic Acid from Vanilalanine,R_VANILPYRc,2.6.1.2,(ENSG00000166123) or (ENSG00000167701),TRUE,-1000,1000,VANILPYRc,,,
Secretion of Vanil-Lactate,R_VANILLACte,,,FALSE,0,1000,VANILLACte,,,
Formation of Vanil-Lactate,R_VANILLACc,,,TRUE,-1000,1000,VANILLACc,,,
R_HMR_5089,R_HMR_5089,,(ENSG00000165349) or (ENSG00000123643) or (ENSG00000103257) or (ENSG00000155465) or (ENSG00000092068 and ENSG00000168003) or (ENSG00000003989) or (ENSG00000139514) or (ENSG00000167703) or (ENSG00000149150),TRUE,-1000,1000,VALtec,,MNXR105190,
R_HMR_5118,R_HMR_5118,,,FALSE,0,1000,VALt5m,,MNXR105190,
Valine Reversible Mitochondrial Transport,R_VALt5m,,,TRUE,-1000,1000,VALt5m,,MNXR105190,
R_HMR_5314,R_HMR_5314,,(ENSG00000174358) or (ENSG00000268104) or (ENSG00000072041),FALSE,0,1000,VALt4,,MNXR105189,
"Transport of ValVal, Extracellular",R_VALVALt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALVALt,,,
Metabolism (Formation/Degradation) of ValVal,R_VALVALr,,,TRUE,-1000,1000,VALVALr,,,
"Transport of ValTrpVal, Extracellular",R_VALTRPVALt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALTRPVALt,,,
Metabolism (Formation/Degradation) of ValTrpVal,R_VALTRPVALr,,,TRUE,-1000,1000,VALTRPVALr,,,
"Transport of ValTrpPhe, Extracellular",R_VALTRPPHEt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALTRPPHEt,,,
Metabolism (Formation/Degradation) of ValTrpPhe,R_VALTRPPHEr,,,TRUE,-1000,1000,VALTRPPHEr,,,
R_HMR_3744,R_HMR_3744,2.6.1.42,(ENSG00000105552),FALSE,0,1000,VALTAim,R01214,MNXR96230,
R_HMR_3747,R_HMR_3747,2.6.1.42,(ENSG00000060982),FALSE,0,1000,VALTA,R01214,MNXR96230,
"Transport of ValSerArg, Extracellular",R_VALSERARGt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALSERARGt,,,
Metabolism (Formation/Degradation) of ValSerArg,R_VALSERARGr,,,TRUE,-1000,1000,VALSERARGr,,,
"Transport of ValProTrp, Extracellular",R_VALPROTRPt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALPROTRPt,,,
Metabolism (Formation/Degradation) of ValProTrp,R_VALPROTRPr,,,TRUE,-1000,1000,VALPROTRPr,,,
"Transport of ValPheArg, Extracellular",R_VALPHEARGt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALPHEARGt,,,
Metabolism (Formation/Degradation) of ValPheArg,R_VALPHEARGr,,,TRUE,-1000,1000,VALPHEARGr,,,
"Transport of ValLystyr, Extracellular",R_VALLYSTYRt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALLYSTYRt,,,
Metabolism (Formation/Degradation) of ValLystyr,R_VALLYSTYRr,,,TRUE,-1000,1000,VALLYSTYRr,,,
"Transport of ValLeuPhe, Extracellular",R_VALLEUPHEt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALLEUPHEt,,,
Metabolism (Formation/Degradation) of ValLeuPhe,R_VALLEUPHEr,,,TRUE,-1000,1000,VALLEUPHEr,,,
"Transport of ValHisAsn, Extracellular",R_VALHISASNt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALHISASNt,,,
Metabolism (Formation/Degradation) of ValHisAsn,R_VALHISASNr,,,TRUE,-1000,1000,VALHISASNr,,,
Valine Transport by B0At3,R_VALB0AT3tc,,(ENSG00000147003 and ENSG00000164363),FALSE,0,1000,VALB0AT3tc,,,
"Transport of ValArgGly, Extracellular",R_VALARGGLYt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,VALARGGLYt,,,
Metabolism (Formation/Degradation) of ValArgGly,R_VALARGGLYr,,,TRUE,-1000,1000,VALARGGLYr,,,
R_HMR_0258,R_HMR_0258,,(ENSG00000163586) or (ENSG00000121769) or (ENSG00000113396) or (ENSG00000167114) or (ENSG00000205186) or (ENSG00000170231) or (ENSG00000164434) or (ENSG00000197416) or (ENSG00000143554) or (ENSG00000130304) or (ENSG00000170323) or (ENSG00000145384) or (ENSG00000135218) or (ENSG00000164687),FALSE,0,1000,VACCt,,,
R_HMR_2662,R_HMR_2662,2.3.1.7,(ENSG00000157184) or (ENSG00000095321),TRUE,-1000,1000,VACCCPT2,,,
R_HMR_2660,R_HMR_2660,2.3.1.21,(ENSG00000169169) or (ENSG00000205560) or (ENSG00000110090),TRUE,-1000,1000,VACCCPT1,,,
R_HMR_8862,R_HMR_8862,,,TRUE,-1000,1000,Uritn,,MNXR105165,
R_HMR_7719,R_HMR_7719,,(ENSG00000112759),TRUE,-1000,1000,Uritm,,MNXR105165,
R_HMR_7718,R_HMR_7718,,(ENSG00000198246),TRUE,-1000,1000,Uritl,,MNXR105165,
Formation of Ursodeoxycholyl Coa,R_URSCHOLCOAc,,,FALSE,0,1000,URSCHOLCOAc,,,
R_HMR_8345,R_HMR_8345,,,TRUE,-1000,1000,UROLACer,,MNXR105169,
R_HMR_6358,R_HMR_6358,,(ENSG00000197506),FALSE,0,1000,URIt5,,MNXR105168,
R_HMR_6351,R_HMR_6351,,(ENSG00000137860) or (ENSG00000156222),FALSE,0,1000,URIt4,,MNXR105167,
Uridine Transport in via Proton Symport Reversible,R_URIt2r,,(ENSG00000197506),TRUE,-1000,1000,URIt2,,MNXR105166,
R_HMR_5035,R_HMR_5035,,(ENSG00000112759) or (ENSG00000174669),TRUE,-1000,1000,URIt,,MNXR105165,
R_HMR_3969,R_HMR_3969,2.7.1.48,(ENSG00000143179) or (ENSG00000130717),FALSE,0,1000,URIK3,R00970,MNXR105164,
R_HMR_5301,R_HMR_5301,2.7.1.48,(ENSG00000143179) or (ENSG00000198276) or (ENSG00000130717),FALSE,0,1000,URIK2,R00968,MNXR105163,
R_HMR_5299,R_HMR_5299,2.7.1.48,(ENSG00000143179) or (ENSG00000198276) or (ENSG00000130717),FALSE,0,1000,URIK1,R00964,MNXR105162,
R_HMR_3968,R_HMR_3968,2.7.4.9,(ENSG00000168393),TRUE,-1000,1000,URIDK2r,R02098,MNXR105160,
R_HMR_4640,R_HMR_4640,2.7.4.4;2.7.4.9,(ENSG00000168393),FALSE,0,1000,URIDK2m,R02098,MNXR105160,
R_HMR_4951,R_HMR_4951,,(ENSG00000103569),TRUE,-1000,1000,UREAtm,,MNXR105156,
R_HMR_8861,R_HMR_8861,,(ENSG00000141469) or (ENSG00000132874),TRUE,-1000,1000,UREAt5,,MNXR105156,
R_HMR_4949,R_HMR_4949,,(ENSG00000141469) or (ENSG00000132874) or (ENSG00000103569),TRUE,-1000,1000,UREAt,,MNXR105156,
R_HMR_4712,R_HMR_4712,4.2.1.49,(ENSG00000159650),FALSE,0,1000,URCN,R02914,MNXR105150,
Transport of Urocanate,R_URCANt,,,TRUE,-1000,1000,URCANt,,,
R_HMR_4882,R_HMR_4882,,(ENSG00000174669),TRUE,-1000,1000,URAt,,MNXR105147,
R_HMR_8860,R_HMR_8860,,,FALSE,0,1000,URATEtx,,MNXR105145,
R_HMR_4748,R_HMR_4748,4.2.1.75,(ENSG00000188690),FALSE,0,1000,UPP3S,R03165,MNXR105139,
R_HMR_8607,R_HMR_8607,,,FALSE,0,1000,UNK2,,MNXR105128,
R_HMR_8859,R_HMR_8859,,,TRUE,-1000,1000,UMPtr,,MNXR105127,
R_HMR_7876,R_HMR_7876,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPKn,R00158,MNXR105118,
R_HMR_7875,R_HMR_7875,2.7.4.14,(ENSG00000134326),TRUE,-1000,1000,UMPKm,R00158,MNXR105118,
R_HMR_7874,R_HMR_7874,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK7n,,MNXR105124,
R_HMR_7873,R_HMR_7873,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK7,,MNXR105124,
R_HMR_7872,R_HMR_7872,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK6n,,MNXR105123,
R_HMR_7871,R_HMR_7871,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK6,,MNXR105123,
R_HMR_7870,R_HMR_7870,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK5n,,MNXR105122,
R_HMR_7869,R_HMR_7869,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK5,,MNXR105122,
R_HMR_7868,R_HMR_7868,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK4n,,MNXR105121,
R_HMR_7867,R_HMR_7867,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK4,,MNXR105121,
R_HMR_7866,R_HMR_7866,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK3n,,MNXR105120,
R_HMR_7865,R_HMR_7865,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK3,,MNXR105120,
R_HMR_7864,R_HMR_7864,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK2n,,MNXR105119,
R_HMR_7863,R_HMR_7863,2.7.4.14,(ENSG00000162368),TRUE,-1000,1000,UMPK2,,MNXR105119,
R_HMR_4008,R_HMR_4008,2.7.4.14;2.7.4.4,(ENSG00000162368),TRUE,-1000,1000,UMPK,R00158,MNXR105118,
R_HMR_7987,R_HMR_7987,2.4.1.17,(ENSG00000241635) or (ENSG00000242366) or (ENSG00000156096) or (ENSG00000242515) or (ENSG00000135226),FALSE,0,1000,UGT1A9r,,MNXR105105,
R_HMR_7984,R_HMR_7984,2.4.1.17,(ENSG00000241635) or (ENSG00000242366) or (ENSG00000156096) or (ENSG00000242515) or (ENSG00000135226),FALSE,0,1000,UGT1A8r,R04683,MNXR105104,
R_HMR_7980,R_HMR_7980,2.4.1.17,(ENSG00000241635) or (ENSG00000242366) or (ENSG00000242515),FALSE,0,1000,UGT1A7r,R04352,MNXR105103,
R_HMR_7648,R_HMR_7648,2.4.1.17,(ENSG00000145626) or (ENSG00000109181) or (ENSG00000167165) or (ENSG00000241635) or (ENSG00000171234) or (ENSG00000197888) or (ENSG00000240224) or (ENSG00000196620) or (ENSG00000213759) or (ENSG00000168671) or (ENSG00000244122) or (ENSG00000242366) or (ENSG00000156096) or (ENSG00000241119) or (ENSG00000242515) or (ENSG00000135220) or (ENSG00000135226) or (ENSG00000173610) or (ENSG00000243135) or (ENSG00000244474),FALSE,0,1000,UGT1A6r,R03091,MNXR105102 || MNXR107942,
R_HMR_8717,R_HMR_8717,2.4.1.17,(ENSG00000241635) or (ENSG00000242366) or (ENSG00000242515),FALSE,0,1000,UGT1A5r2,,MNXR105101,
R_HMR_8713,R_HMR_8713,2.4.1.17,(ENSG00000241635) or (ENSG00000242366) or (ENSG00000242515),FALSE,0,1000,UGT1A5r,R02902,MNXR105100,
R_HMR_7959,R_HMR_7959,2.4.1.17,(ENSG00000241635) or (ENSG00000171234) or (ENSG00000197888) or (ENSG00000242366) or (ENSG00000242515) or (ENSG00000135226),FALSE,0,1000,UGT1A4r,R02502,MNXR105099,
R_HMR_7965,R_HMR_7965,2.4.1.17,(ENSG00000241635) or (ENSG00000171234) or (ENSG00000197888) or (ENSG00000242366) or (ENSG00000242515) or (ENSG00000135226),FALSE,0,1000,UGT1A3r,R02478,MNXR105098,
R_HMR_4766,R_HMR_4766,2.4.1.17,(ENSG00000145626) or (ENSG00000109181) or (ENSG00000167165) or (ENSG00000241635) or (ENSG00000171234) or (ENSG00000197888) or (ENSG00000240224) or (ENSG00000196620) or (ENSG00000213759) or (ENSG00000168671) or (ENSG00000244122) or (ENSG00000242366) or (ENSG00000156096) or (ENSG00000241119) or (ENSG00000242515) or (ENSG00000135220) or (ENSG00000135226) or (ENSG00000173610) or (ENSG00000243135) or (ENSG00000244474),FALSE,0,1000,UGT1A2r,R02389,MNXR105097 || MNXR107483,
R_HMR_7962,R_HMR_7962,2.4.1.17,(ENSG00000241635) or (ENSG00000242366) or (ENSG00000242515),FALSE,0,1000,UGT1A1r,R02358,MNXR105096,
"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",R_UGT1A10r,2.4.1.17,(ENSG00000242366),TRUE,-1000,1000,UGT1A10r,,MNXR96258,
"UDP-Glucuronosyltransferase 1-10 Precursor, Cytosol",R_UGT1A10c,,,TRUE,-1000,1000,UGT1A10c,,,
R_HMR_4131,R_HMR_4131,2.7.7.12,(ENSG00000213930),TRUE,-1000,1000,UGLT,R00955,MNXR105090,
R_HMR_4881,R_HMR_4881,,(ENSG00000285269) or (ENSG00000130958),FALSE,0,1000,UGLCNACtg,,MNXR105086,
R_HMR_7434,R_HMR_7434,,(ENSG00000285269) or (ENSG00000130958),TRUE,-1000,1000,UGLCNACtg,,MNXR105086,
R_HMR_8248,R_HMR_8248,2.4.1.80,(ENSG00000148154),FALSE,0,1000,UGCG,R01497,MNXR105082,
R_HMR_7433,R_HMR_7433,,(ENSG00000102100),TRUE,-1000,1000,UGALNACtg,,MNXR105081,
R_HMR_8369,R_HMR_8369,,(ENSG00000116704),TRUE,-1000,1000,UGALNACter,,MNXR105081,
R_HMR_7674,R_HMR_7674,2.4.1.22,(ENSG00000086062) or (ENSG00000167531) or (ENSG00000117411),FALSE,0,1000,UGALGTg,R00503,MNXR105080,
R_HMR_8858,R_HMR_8858,,,TRUE,-1000,1000,UDPtl,,MNXR105076,
R_HMR_4125,R_HMR_4125,,(ENSG00000205060),TRUE,-1000,1000,UDPXYLtg,,MNXR105075,
R_HMR_4126,R_HMR_4126,,,FALSE,0,1000,UDPXYLter,,MNXR105075,
UDPRIBc,R_UDPRIBc,,,FALSE,0,1000,UDPRIBc,,,
R_HMR_8729,R_HMR_8729,4.1.1.35,(ENSG00000115652),FALSE,0,1000,UDPGNP,R08615,MNXR105069,
R_HMR_4124,R_HMR_4124,4.1.1.35,(ENSG00000115652),FALSE,0,1000,UDPGLDCg,R01384,MNXR105068,
R_HMR_8672,R_HMR_8672,4.1.1.35,(ENSG00000115652),FALSE,0,1000,UDPGLDCg,R01384,MNXR105068,
R_HMR_0918,R_HMR_0918,,(ENSG00000117620) or (ENSG00000205060) or (ENSG00000285269) or (ENSG00000130958),TRUE,-1000,1000,UDPGLCtg,,MNXR105067,
R_HMR_8857,R_HMR_8857,,(ENSG00000117620) or (ENSG00000205060) or (ENSG00000285269) or (ENSG00000130958),TRUE,-1000,1000,UDPGLCtg,,MNXR105067,
R_HMR_4879,R_HMR_4879,,,TRUE,-1000,1000,UDPGLCter,,MNXR105067,
 Transport of UDP-Glucuronate,R_UDPGLCURtr,,,TRUE,-1000,1000,UDPGLCURtr,,,
R_HMR_7204,R_HMR_7204,,,TRUE,-1000,1000,UDPGLCAtg,,MNXR105065,
R_HMR_4880,R_HMR_4880,,(ENSG00000116704),TRUE,-1000,1000,UDPGLCAter,,MNXR105065,
R_HMR_4122,R_HMR_4122,1.1.1.22,(ENSG00000109814),FALSE,0,1000,UDPGD,R00286,MNXR105063,
R_HMR_6385,R_HMR_6385,,(ENSG00000102100),FALSE,0,1000,UDPGALtg,,MNXR105062,
"UDPgalactose Transport, Endoplasmatic Reticulum",R_UDPGALt2r,,,FALSE,0,1000,UDPGALt2r,,,
UDPgalactose Transport (Nuclear),R_UDPGALt2n,,,FALSE,0,1000,UDPGALt2n,,,
R_HMR_8856,R_HMR_8856,,,FALSE,0,1000,UDPGALt2g,,MNXR105061,
R_HMR_4128,R_HMR_4128,5.1.3.2,(ENSG00000117308),TRUE,-1000,1000,UDPG4E,R00291,MNXR105057,
Dopamine 4-O-Glucuronidation,R_UDPG4DOPA,2.4.1.17,(ENSG00000147408) or (ENSG00000198108) or (ENSG00000169826) or (ENSG00000123989 and ENSG00000131873),FALSE,0,1000,UDPG4DOPA,,,
Dopamine 3-O-Glucuronidation,R_UDPG3DOPA,2.4.1.17,(ENSG00000147408) or (ENSG00000198108) or (ENSG00000169826) or (ENSG00000123989 and ENSG00000131873),FALSE,0,1000,UDPG3DOPA,,,
R_HMR_8727,R_HMR_8727,2.4.1.117,(ENSG00000120697),FALSE,0,1000,UDPG1P,,MNXR105055,
UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Liver),R_UDPDOLPT_L,2.4.1.117,(ENSG00000120697),FALSE,0,1000,UDPDOLPT_L,,MNXR105050,
R_HMR_7470,R_HMR_7470,,,TRUE,-1000,1000,UDPACGALtl,,MNXR105046,
Ursodeoxycholic acid transport via sodium cotransport,R_UDCHOLt2,,(ENSG00000125255) or (ENSG00000100652),FALSE,0,1000,UDCHOLt2,,,
Ursodeoxycholic acid transport via bicarbonate countertransport,R_UDCHOLt,,(ENSG00000186198) or (ENSG00000111700) or (ENSG00000163959) or (ENSG00000134538),TRUE,-1000,1000,UDCHOLt,,,
Ursodeoxycholic acid sulfotransferase,R_UDCASULT,2.8.2.14,(ENSG00000105398),FALSE,0,1000,UDCASULT,,,
Ursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,R_UDCA3St,,(ENSG00000111700) or (ENSG00000134538),TRUE,-1000,1000,UDCA3St,,,
Ursodeoxycholic acid 3-sulfate ABC bile acid transporter,R_UDCA3Sabc,,(ENSG00000125257) or (ENSG00000108846) or (ENSG00000023839) or (ENSG00000118777),FALSE,0,1000,UDCA3Sabc,,,
Ursocholic acid transport via sodium cotransport,R_UCHOLt2,,(ENSG00000125255) or (ENSG00000100652),FALSE,0,1000,UCHOLt2,,,
Ursocholic acid transport via bicarbonate countertransport,R_UCHOLt,,(ENSG00000186198) or (ENSG00000111700) or (ENSG00000163959) or (ENSG00000134538),TRUE,-1000,1000,UCHOLt,,,
Ursocholic acid ABC bile acid transporter,R_UCHOLabc,,(ENSG00000125257) or (ENSG00000108846) or (ENSG00000073734) or (ENSG00000023839),FALSE,0,1000,UCHOLabc,,,
R_HMR_4158,R_HMR_4158,2.7.7.23,(ENSG00000197355) or (ENSG00000117143),FALSE,0,1000,UAGDP,R00415,MNXR105033,
R_HMR_8368,R_HMR_8368,,,FALSE,0,1000,UAGALDP,R10183,MNXR105031,
R_HMR_4159,R_HMR_4159,5.1.3.7,(ENSG00000117308),TRUE,-1000,1000,UAG4E,R00418,MNXR105026 || MNXR105027,
R_HMR_4526,R_HMR_4526,5.1.3.14,(ENSG00000159921),FALSE,0,1000,UAG2EMA,R00414,MNXR105025,
R_HMR_5318,R_HMR_5318,,(ENSG00000174358) or (ENSG00000268104),FALSE,0,1000,TYRt4,,MNXR105004,
R_HMR_5074,R_HMR_5074,,(ENSG00000165349) or (ENSG00000123643) or (ENSG00000103257) or (ENSG00000155465) or (ENSG00000092068 and ENSG00000168003) or (ENSG00000003989) or (ENSG00000112394) or (ENSG00000139514) or (ENSG00000167703) or (ENSG00000149150),TRUE,-1000,1000,TYRt,,MNXR105002,
"Transport of TyrValMet, Extracellular",R_TYRVALMETt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRVALMETt,,,
Metabolism (Formation/Degradation) of TyrValMet,R_TYRVALMETr,,,TRUE,-1000,1000,TYRVALMETr,,,
"Transport of Tyrtyr, Extracellular",R_TYRTYRt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRTYRt,,,
Metabolism (Formation/Degradation) of Tyrtyr,R_TYRTYRr,,,TRUE,-1000,1000,TYRTYRr,,,
"Transport of TyrTrpPhe, Extracellular",R_TYRTRPPHEt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRTRPPHEt,,,
Metabolism (Formation/Degradation) of TyrTrpPhe,R_TYRTRPPHEr,,,TRUE,-1000,1000,TYRTRPPHEr,,,
"Transport of TyrThr, Extracellular",R_TYRTHRt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRTHRt,,,
Metabolism (Formation/Degradation) of TyrThr,R_TYRTHRr,,,TRUE,-1000,1000,TYRTHRr,,,
R_HMR_6780,R_HMR_6780,2.6.1.5;2.6.1.57;2.6.1.1,(ENSG00000198650) or (ENSG00000125166),FALSE,0,1000,TYRTAim,R00734,,
R_HMR_6768,R_HMR_6768,2.6.1.1;2.6.1.5;2.6.1.57,(ENSG00000198650) or (ENSG00000120053) or (ENSG00000125166),FALSE,0,1000,TYRTA,R00734,MNXR105000,
"Transport of TyrPhetyr, Extracellular",R_TYRPHETYRt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRPHETYRt,,,
Metabolism (Formation/Degradation) of TyrPhetyr,R_TYRPHETYRr,,,TRUE,-1000,1000,TYRPHETYRr,,,
R_HMR_6789,R_HMR_6789,1.4.3.4;1.4.3.21,(ENSG00000189221) or (ENSG00000069535) or (ENSG00000002726) or (ENSG00000131480) or (ENSG00000131471),FALSE,0,1000,TYROXDAc,R02382,MNXR104996,
"Transport of TyrLeuArg, Extracellular",R_TYRLEUARGt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRLEUARGt,,,
Metabolism (Formation/Degradation) of TyrLeuArg,R_TYRLEUARGr,,,TRUE,-1000,1000,TYRLEUARGr,,,
"Transport of TyrGlu, Extracellular",R_TYRGLUt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRGLUt,,,
Metabolism (Formation/Degradation) of TyrGlu,R_TYRGLUr,,,TRUE,-1000,1000,TYRGLUr,,,
Tyrosinase: Dopamine Oxidation,R_TYRDOPOX,1.14.18.1,(ENSG00000077498),FALSE,0,1000,TYRDOPOX,,,
R_HMR_8542,R_HMR_8542,1.14.18.1,(ENSG00000077498),FALSE,0,1000,TYRDOPO3,R00045,MNXR104992,
R_HMR_8541,R_HMR_8541,1.14.18.1,(ENSG00000077498),FALSE,0,1000,TYRDOPO,R00031,MNXR104991,
"Tyrosinase: 5, 6-Dihydroxyindole Oxygen Oxidoreductase",R_TYRDHINDOX,1.14.18.1,(ENSG00000077498),FALSE,0,1000,TYRDHINDOX,,,
"Transport of TyrCysThr, Extracellular",R_TYRCYSTHRt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRCYSTHRt,,,
Metabolism (Formation/Degradation) of TyrCysThr,R_TYRCYSTHRr,,,TRUE,-1000,1000,TYRCYSTHRr,,,
"Transport of TyrCysGly, Extracellular",R_TYRCYSGLYt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRCYSGLYt,,,
Metabolism (Formation/Degradation) of TyrCysGly,R_TYRCYSGLYr,,,TRUE,-1000,1000,TYRCYSGLYr,,,
Tyrosine Transport by B0At3,R_TYRB0AT3tc,,(ENSG00000147003 and ENSG00000164363),FALSE,0,1000,TYRB0AT3tc,,,
Transport of L-Tyrosine by Atb0 Transporter,R_TYRATB0tc,,(ENSG00000268104),FALSE,0,1000,TYRATB0tc,,MNXR104989,
"Transport of TyrAspArg, Extracellular",R_TYRASPARGt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRASPARGt,,,
Metabolism (Formation/Degradation) of TyrAspArg,R_TYRASPARGr,,,TRUE,-1000,1000,TYRASPARGr,,,
R_HMR_8540,R_HMR_8540,,,FALSE,0,1000,TYRASE,,MNXR104987,
Tyrosinase,R_TYRASE,,(ENSG00000107165),FALSE,0,1000,TYRASE,,MNXR104987,
"Transport of TyrArgSer, Extracellular",R_TYRARGSERt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRARGSERt,,,
Metabolism (Formation/Degradation) of TyrArgSer,R_TYRARGSERr,,,TRUE,-1000,1000,TYRARGSERr,,,
"Transport of TyrArgGlu, Extracellular",R_TYRARGGLUt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRARGGLUt,,,
Metabolism (Formation/Degradation) of TyrArgGlu,R_TYRARGGLUr,,,TRUE,-1000,1000,TYRARGGLUr,,,
"Transport of TyrAla, Extracellular",R_TYRALAt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRALAt,,,
Metabolism (Formation/Degradation) of TyrAla,R_TYRALAr,,,TRUE,-1000,1000,TYRALAr,,,
"Transport of TyrAlaPhe, Extracellular",R_TYRALAPHEt,,(ENSG00000088386) or (ENSG00000163406),TRUE,-1000,1000,TYRALAPHEt,,,
Metabolism (Formation/Degradation) of TyrAlaPhe,R_TYRALAPHEr,,,TRUE,-1000,1000,TYRALAPHEr,,,
R_HMR_8537,R_HMR_8537,1.14.16.2,(ENSG00000180176),FALSE,0,1000,TYR3MO2,R07212,MNXR104986,
"Tyraminium Proton Symport, Cytosol",R_TYMte2,3.6.3.44,(ENSG00000164638),TRUE,-1000,1000,TYMte2,,,
"Tyraminium Transport, Cytosol",R_TYMte,3.6.3.44,(ENSG00000146477) or (ENSG00000175003) or (ENSG00000112499),TRUE,-1000,1000,TYMte,,,
Formation of Tyraminium,R_TYMc,,,FALSE,0,1000,TYMc,,,
